   1               		.file	"core.c"
   2               	__SREG__ = 0x3f
 168 0088 20E0      		ldi r18,lo8(0)
 169 008a 30E0      		ldi r19,hi8(0)
 170               	.LVL16:
 171 008c 00C0      		rjmp .L15
 172               	.L16:
 173               	.LM22:
 174 008e 0190      		ld __tmp_reg__,Z+
 175 0090 F081      		ld r31,Z
 176 0092 E02D      		mov r30,__tmp_reg__
 177 0094 2F5F      		subi r18,lo8(-(1))
 178 0096 3F4F      		sbci r19,hi8(-(1))
 179               	.L15:
 180 0098 3097      		sbiw r30,0
 181 009a 01F4      		brne .L16
 182               	.LM23:
 183 009c C901      		movw r24,r18
 184               	.LVL17:
 185               	/* epilogue start */
 186 009e 0895      		ret
 187               	.LFE44:
 189               		.data
 190               	.LC0:
 191 0000 5475 706C 		.string	"Tuple (%s:%d:%d) "
 191      6520 2825 
 191      733A 2564 
 191      3A25 6429 
 191      2000 
 192               	.LC1:
 193 0012 6167 6700 		.string	"agg"
 194               	.LC2:
 195 0016 7065 7200 		.string	"per"
 196               	.LC3:
 197 001a 6C69 6E65 		.string	"linear"
 197      6172 00
 198               	.LC4:
 199 0021 726F 7574 		.string	"route"
 199      6500 
 200               	.LC5:
 201 0027 7072 6F76 		.string	"proved"
 201      6564 00
 202               	.LC6:
 203 002e 5D20 00   		.string	"] "
 204               	.LC7:
 205 0031 6E75 6D5F 		.string	"num_args:%d deltas:%d off:%d ; args(offset, arg_size): "
 205      6172 6773 
 205      3A25 6420 
 205      6465 6C74 
 205      6173 3A25 
 206               	.LC8:
 207 0069 2025 643A 		.string	" %d:%d"
 207      2564 00
 208               		.text
 209               	.global	print_program_info
 211               	print_program_info:
 212               	.LFB48:
 213               	.LM24:
 214 00a0 2F92      		push r2
 215 00a2 3F92      		push r3
 216 00a4 4F92      		push r4
 217 00a6 5F92      		push r5
 218 00a8 6F92      		push r6
 219 00aa 7F92      		push r7
 220 00ac 9F92      		push r9
 221 00ae AF92      		push r10
 222 00b0 BF92      		push r11
 223 00b2 CF92      		push r12
 224 00b4 DF92      		push r13
 225 00b6 EF92      		push r14
 226 00b8 FF92      		push r15
 227 00ba 0F93      		push r16
 228 00bc 1F93      		push r17
 229 00be CF93      		push r28
 230 00c0 DF93      		push r29
 231               	/* prologue: function */
 232               	/* frame size = 0 */
 233               	.LM25:
 234 00c2 8091 0000 		lds r24,meld_prog
 235 00c6 482E      		mov r4,r24
 236 00c8 5524      		clr r5
 237 00ca EE24      		clr r14
 238 00cc FF24      		clr r15
 239 00ce 41E0      		ldi r20,lo8(1)
 240 00d0 C42E      		mov r12,r20
 241 00d2 D12C      		mov r13,__zero_reg__
 242               	.LBB199:
 243               	.LM26:
 244 00d4 30E0      		ldi r19,lo8(.LC8)
 245 00d6 232E      		mov r2,r19
 246 00d8 30E0      		ldi r19,hi8(.LC8)
 247 00da 332E      		mov r3,r19
 248 00dc 00C0      		rjmp .L19
 249               	.L27:
 250               	.LBE199:
 251               	.LM27:
 252 00de 3701      		movw r6,r14
 253 00e0 660C      		lsl r6
 254 00e2 771C      		rol r7
 255               	.LBB200:
 256               	.LM28:
 257 00e4 8DB7      		in r24,__SP_L__
 258 00e6 9EB7      		in r25,__SP_H__
 259 00e8 0897      		sbiw r24,8
 260 00ea 8DBF      		out __SP_L__,r24
 261 00ec 9EBF      		out __SP_H__,r25
 262 00ee ADB7      		in r26,__SP_L__
 263 00f0 BEB7      		in r27,__SP_H__
 264 00f2 1196      		adiw r26,1
 265 00f4 80E0      		ldi r24,lo8(.LC0)
 266 00f6 90E0      		ldi r25,hi8(.LC0)
 267 00f8 EDB7      		in r30,__SP_L__
 268 00fa FEB7      		in r31,__SP_H__
 269 00fc 8183      		std Z+1,r24
 270 00fe 9283      		std Z+2,r25
 271 0100 F601      		movw r30,r12
 272 0102 E050      		subi r30,lo8(-(tuple_names-1))
 273 0104 F040      		sbci r31,hi8(-(tuple_names-1))
 274 0106 8081      		ld r24,Z
 275 0108 9181      		ldd r25,Z+1
 276 010a 1296      		adiw r26,2
 277 010c 8D93      		st X+,r24
 278 010e 9C93      		st X,r25
 279 0110 1397      		sbiw r26,2+1
 280 0112 1496      		adiw r26,4
 281 0114 ED92      		st X+,r14
 282 0116 FC92      		st X,r15
 283 0118 1597      		sbiw r26,4+1
 284 011a E091 0000 		lds r30,arguments
 285 011e F091 0000 		lds r31,(arguments)+1
 286 0122 EC0D      		add r30,r12
 287 0124 FD1D      		adc r31,r13
 288 0126 8081      		ld r24,Z
 289 0128 1696      		adiw r26,6
 290 012a 8C93      		st X,r24
 291 012c 1697      		sbiw r26,6
 292 012e 1796      		adiw r26,7
 293 0130 1C92      		st X,__zero_reg__
 294 0132 0E94 0000 		call printf
 295               	.LM29:
 296 0136 ADB7      		in r26,__SP_L__
 297 0138 BEB7      		in r27,__SP_H__
 298 013a 1896      		adiw r26,8
 299 013c ADBF      		out __SP_L__,r26
 300 013e BEBF      		out __SP_H__,r27
 301 0140 8BE5      		ldi r24,lo8(91)
 302 0142 90E0      		ldi r25,hi8(91)
 303 0144 0E94 0000 		call putchar
 304               	.LM30:
 305 0148 0894      		sec
 306 014a E11C      		adc r14,__zero_reg__
 307 014c F11C      		adc r15,__zero_reg__
 308 014e F701      		movw r30,r14
 309 0150 E050      		subi r30,lo8(-(meld_prog))
 310 0152 F040      		sbci r31,hi8(-(meld_prog))
 311 0154 9080      		ld r9,Z
 312 0156 092D      		mov r16,r9
 313 0158 10E0      		ldi r17,lo8(0)
 314 015a E801      		movw r28,r16
 315 015c C050      		subi r28,lo8(-(meld_prog+2))
 316 015e D040      		sbci r29,hi8(-(meld_prog+2))
 317 0160 8881      		ld r24,Y
 318 0162 80FF      		sbrs r24,0
 319 0164 00C0      		rjmp .L20
 320               	.LM31:
 321 0166 0F92      		push __tmp_reg__
 322 0168 0F92      		push __tmp_reg__
 323 016a 80E0      		ldi r24,lo8(.LC1)
 324 016c 90E0      		ldi r25,hi8(.LC1)
 325 016e EDB7      		in r30,__SP_L__
 326 0170 FEB7      		in r31,__SP_H__
 327 0172 8183      		std Z+1,r24
 328 0174 9283      		std Z+2,r25
 329 0176 0E94 0000 		call printf
 330 017a 0F90      		pop __tmp_reg__
 331 017c 0F90      		pop __tmp_reg__
 332               	.L20:
 333               	.LM32:
 334 017e 8881      		ld r24,Y
 335 0180 81FF      		sbrs r24,1
 336 0182 00C0      		rjmp .L21
 337               	.LM33:
 338 0184 0F92      		push __tmp_reg__
 339 0186 0F92      		push __tmp_reg__
 340 0188 E0E0      		ldi r30,lo8(.LC2)
 341 018a F0E0      		ldi r31,hi8(.LC2)
 342 018c ADB7      		in r26,__SP_L__
 343 018e BEB7      		in r27,__SP_H__
 344 0190 1196      		adiw r26,1
 345 0192 ED93      		st X+,r30
 346 0194 FC93      		st X,r31
 347 0196 1297      		sbiw r26,1+1
 348 0198 0E94 0000 		call printf
 349 019c 0F90      		pop __tmp_reg__
 350 019e 0F90      		pop __tmp_reg__
 351               	.L21:
 352               	.LM34:
 353 01a0 8881      		ld r24,Y
 354 01a2 82FF      		sbrs r24,2
 355 01a4 00C0      		rjmp .L22
 356               	.LM35:
 357 01a6 0F92      		push __tmp_reg__
 358 01a8 0F92      		push __tmp_reg__
 359 01aa E0E0      		ldi r30,lo8(.LC3)
 360 01ac F0E0      		ldi r31,hi8(.LC3)
 361 01ae ADB7      		in r26,__SP_L__
 362 01b0 BEB7      		in r27,__SP_H__
 363 01b2 1196      		adiw r26,1
 364 01b4 ED93      		st X+,r30
 365 01b6 FC93      		st X,r31
 366 01b8 1297      		sbiw r26,1+1
 367 01ba 0E94 0000 		call printf
 368 01be 0F90      		pop __tmp_reg__
 369 01c0 0F90      		pop __tmp_reg__
 370               	.L22:
 371               	.LM36:
 372 01c2 8881      		ld r24,Y
 373 01c4 85FF      		sbrs r24,5
 374 01c6 00C0      		rjmp .L23
 375               	.LM37:
 376 01c8 0F92      		push __tmp_reg__
 377 01ca 0F92      		push __tmp_reg__
 378 01cc E0E0      		ldi r30,lo8(.LC4)
 379 01ce F0E0      		ldi r31,hi8(.LC4)
 380 01d0 ADB7      		in r26,__SP_L__
 381 01d2 BEB7      		in r27,__SP_H__
 382 01d4 1196      		adiw r26,1
 383 01d6 ED93      		st X+,r30
 384 01d8 FC93      		st X,r31
 385 01da 1297      		sbiw r26,1+1
 386 01dc 0E94 0000 		call printf
 387 01e0 0F90      		pop __tmp_reg__
 388 01e2 0F90      		pop __tmp_reg__
 389               	.L23:
 390               	.LM38:
 391 01e4 8881      		ld r24,Y
 392 01e6 86FF      		sbrs r24,6
 393 01e8 00C0      		rjmp .L24
 394               	.LM39:
 395 01ea 0F92      		push __tmp_reg__
 396 01ec 0F92      		push __tmp_reg__
 397 01ee E0E0      		ldi r30,lo8(.LC5)
 398 01f0 F0E0      		ldi r31,hi8(.LC5)
 399 01f2 ADB7      		in r26,__SP_L__
 400 01f4 BEB7      		in r27,__SP_H__
 401 01f6 1196      		adiw r26,1
 402 01f8 ED93      		st X+,r30
 403 01fa FC93      		st X,r31
 404 01fc 1297      		sbiw r26,1+1
 405 01fe 0E94 0000 		call printf
 406 0202 0F90      		pop __tmp_reg__
 407 0204 0F90      		pop __tmp_reg__
 408               	.L24:
 409               	.LM40:
 410 0206 0F92      		push __tmp_reg__
 411 0208 0F92      		push __tmp_reg__
 412 020a E0E0      		ldi r30,lo8(.LC6)
 413 020c F0E0      		ldi r31,hi8(.LC6)
 414 020e ADB7      		in r26,__SP_L__
 415 0210 BEB7      		in r27,__SP_H__
 416 0212 1196      		adiw r26,1
 417 0214 ED93      		st X+,r30
 418 0216 FC93      		st X,r31
 419 0218 1297      		sbiw r26,1+1
 420 021a 0E94 0000 		call printf
 421               	.LM41:
 422 021e 90E0      		ldi r25,lo8(meld_prog+5)
 423 0220 A92E      		mov r10,r25
 424 0222 90E0      		ldi r25,hi8(meld_prog+5)
 425 0224 B92E      		mov r11,r25
 426 0226 A00E      		add r10,r16
 427 0228 B11E      		adc r11,r17
 428 022a 00D0      		rcall .
 429 022c 00D0      		rcall .
 430 022e EDB7      		in r30,__SP_L__
 431 0230 FEB7      		in r31,__SP_H__
 432 0232 3196      		adiw r30,1
 433 0234 80E0      		ldi r24,lo8(.LC7)
 434 0236 90E0      		ldi r25,hi8(.LC7)
 435 0238 ADB7      		in r26,__SP_L__
 436 023a BEB7      		in r27,__SP_H__
 437 023c 1196      		adiw r26,1
 438 023e 8D93      		st X+,r24
 439 0240 9C93      		st X,r25
 440 0242 1297      		sbiw r26,1+1
 441 0244 D501      		movw r26,r10
 442 0246 8C91      		ld r24,X
 443 0248 8283      		std Z+2,r24
 444 024a 1382      		std Z+3,__zero_reg__
 445 024c 0050      		subi r16,lo8(-(meld_prog))
 446 024e 1040      		sbci r17,hi8(-(meld_prog))
 447 0250 D801      		movw r26,r16
 448 0252 1696      		adiw r26,6
 449 0254 8C91      		ld r24,X
 450 0256 8483      		std Z+4,r24
 451 0258 1582      		std Z+5,__zero_reg__
 452 025a 9682      		std Z+6,r9
 453 025c 1782      		std Z+7,__zero_reg__
 454 025e 0E94 0000 		call printf
 455 0262 C0E0      		ldi r28,lo8(0)
 456 0264 D0E0      		ldi r29,hi8(0)
 457 0266 EDB7      		in r30,__SP_L__
 458 0268 FEB7      		in r31,__SP_H__
 459 026a 3896      		adiw r30,8
 460 026c EDBF      		out __SP_L__,r30
 461 026e FEBF      		out __SP_H__,r31
 462 0270 00C0      		rjmp .L25
 463               	.L26:
 464               	.LM42:
 465 0272 2091 0000 		lds r18,arguments
 466 0276 3091 0000 		lds r19,(arguments)+1
 467 027a DE01      		movw r26,r28
 468 027c AA0F      		lsl r26
 469 027e BB1F      		rol r27
 470 0280 F901      		movw r30,r18
 471 0282 E60D      		add r30,r6
 472 0284 F71D      		adc r31,r7
 473 0286 8081      		ld r24,Z
 474 0288 A80F      		add r26,r24
 475 028a B11D      		adc r27,__zero_reg__
 476 028c 00D0      		rcall .
 477 028e 00D0      		rcall .
 478 0290 4DB7      		in r20,__SP_L__
 479 0292 5EB7      		in r21,__SP_H__
 480 0294 4F5F      		subi r20,lo8(-(1))
 481 0296 5F4F      		sbci r21,hi8(-(1))
 482 0298 EDB7      		in r30,__SP_L__
 483 029a FEB7      		in r31,__SP_H__
 484 029c 2182      		std Z+1,r2
 485 029e 3282      		std Z+2,r3
 486 02a0 A20F      		add r26,r18
 487 02a2 B31F      		adc r27,r19
 488 02a4 1196      		adiw r26,1
 489 02a6 8C91      		ld r24,X
 490 02a8 1197      		sbiw r26,1
 491 02aa FA01      		movw r30,r20
 492 02ac 8283      		std Z+2,r24
 493 02ae 1382      		std Z+3,__zero_reg__
 494 02b0 8C91      		ld r24,X
 495 02b2 8483      		std Z+4,r24
 496 02b4 1582      		std Z+5,__zero_reg__
 497 02b6 0E94 0000 		call printf
 498               	.LM43:
 499 02ba 2196      		adiw r28,1
 500 02bc 8DB7      		in r24,__SP_L__
 501 02be 9EB7      		in r25,__SP_H__
 502 02c0 0696      		adiw r24,6
 503 02c2 8DBF      		out __SP_L__,r24
 504 02c4 9EBF      		out __SP_H__,r25
 505               	.L25:
 506 02c6 D501      		movw r26,r10
 507 02c8 8C91      		ld r24,X
 508 02ca 90E0      		ldi r25,lo8(0)
 509 02cc C817      		cp r28,r24
 510 02ce D907      		cpc r29,r25
 511 02d0 04F0      		brlt .L26
 512               	.LM44:
 513 02d2 8AE0      		ldi r24,lo8(10)
 514 02d4 90E0      		ldi r25,hi8(10)
 515 02d6 0E94 0000 		call putchar
 516 02da E2E0      		ldi r30,lo8(2)
 517 02dc F0E0      		ldi r31,hi8(2)
 518 02de CE0E      		add r12,r30
 519 02e0 DF1E      		adc r13,r31
 520               	.L19:
 521               	.LBE200:
 522               	.LM45:
 523 02e2 E414      		cp r14,r4
 524 02e4 F504      		cpc r15,r5
 525 02e6 04F4      		brge .+2
 526 02e8 00C0      		rjmp .L27
 527               	/* epilogue start */
 528               	.LM46:
 529 02ea DF91      		pop r29
 530 02ec CF91      		pop r28
 531 02ee 1F91      		pop r17
 532 02f0 0F91      		pop r16
 533 02f2 FF90      		pop r15
 534 02f4 EF90      		pop r14
 535 02f6 DF90      		pop r13
 536 02f8 CF90      		pop r12
 537 02fa BF90      		pop r11
 538 02fc AF90      		pop r10
 539 02fe 9F90      		pop r9
 540 0300 7F90      		pop r7
 541 0302 6F90      		pop r6
 542 0304 5F90      		pop r5
 543 0306 4F90      		pop r4
 544 0308 3F90      		pop r3
 545 030a 2F90      		pop r2
 546 030c 0895      		ret
 547               	.LFE48:
 549               		.data
 550               	.LC9:
 551 0070 2F68 6F6D 		.string	"/home/rbigeard/BB/build/src-bobby/meldinterp-runtime/core.c"
 551      652F 7262 
 551      6967 6561 
 551      7264 2F42 
 551      422F 6275 
 552               	.LC10:
 553 00ac 3000      		.string	"0"
 554               		.text
 556               	eval:
 557               	.LFB35:
 558               	.LM47:
 559               	.LVL18:
 560 030e CF93      		push r28
 561 0310 DF93      		push r29
 562               	/* prologue: function */
 563               	/* frame size = 0 */
 564 0312 EA01      		movw r28,r20
 565               	.LM48:
 566 0314 8330      		cpi r24,lo8(3)
 567 0316 01F4      		brne .L30
 568               	.LVL19:
 569 0318 60E0      		ldi r22,lo8(blockId)
 570 031a 70E0      		ldi r23,hi8(blockId)
 571               	.LVL20:
 572 031c 00C0      		rjmp .L31
 573               	.L30:
 574               	.LM49:
 575 031e 482F      		mov r20,r24
 576 0320 50E0      		ldi r21,lo8(0)
 577               	.LVL21:
 578 0322 85FF      		sbrs r24,5
 579 0324 00C0      		rjmp .L32
 580               	.LM50:
 581 0326 BA01      		movw r22,r20
 582               	.LVL22:
 583 0328 6F71      		andi r22,lo8(31)
 584 032a 7070      		andi r23,hi8(31)
 585 032c 660F      		lsl r22
 586 032e 771F      		rol r23
 587 0330 660F      		lsl r22
 588 0332 771F      		rol r23
 589 0334 620F      		add r22,r18
 590 0336 731F      		adc r23,r19
 591 0338 00C0      		rjmp .L31
 592               	.L32:
 593               	.LM51:
 594 033a 8F31      		cpi r24,lo8(31)
 595 033c 01F4      		brne .+2
 596 033e 00C0      		rjmp .L31
 597               	.LM52:
 598 0340 8230      		cpi r24,lo8(2)
 599 0342 01F4      		brne .L33
 600               	.LBB201:
 601               	.LM53:
 602 0344 A881      		ld r26,Y
 603 0346 B981      		ldd r27,Y+1
 604               	.LM54:
 605 0348 8C91      		ld r24,X
 606               	.LVL23:
 607               	.LM55:
 608 034a 1196      		adiw r26,1
 609 034c EC91      		ld r30,X
 610 034e 1197      		sbiw r26,1
 611 0350 EF71      		andi r30,lo8(31)
 612 0352 F0E0      		ldi r31,lo8(0)
 613 0354 EE0F      		lsl r30
 614 0356 FF1F      		rol r31
 615 0358 EE0F      		lsl r30
 616 035a FF1F      		rol r31
 617               	.LVL24:
 618 035c E20F      		add r30,r18
 619 035e F31F      		adc r31,r19
 620 0360 4081      		ld r20,Z
 621 0362 5181      		ldd r21,Z+1
 622               	.LVL25:
 623               	.LM56:
 624 0364 1296      		adiw r26,2
 625 0366 A883      		st Y,r26
 626 0368 B983      		std Y+1,r27
 627               	.LM57:
 628 036a A091 0000 		lds r26,arguments
 629 036e B091 0000 		lds r27,(arguments)+1
 630 0372 90E0      		ldi r25,lo8(0)
 631               	.LVL26:
 632 0374 00C0      		rjmp .L38
 633               	.LVL27:
 634               	.L33:
 635               	.LBE201:
 636               	.LM58:
 637 0376 8130      		cpi r24,lo8(1)
 638 0378 01F0      		breq .L39
 639               	.L34:
 640               	.LM59:
 641 037a 8823      		tst r24
 642 037c 01F4      		brne .L35
 643               	.L39:
 644               	.LBB202:
 645               	.LM60:
 646 037e 8881      		ld r24,Y
 647 0380 9981      		ldd r25,Y+1
 648               	.LVL28:
 649               	.LM61:
 650 0382 0496      		adiw r24,4
 651 0384 8883      		st Y,r24
 652 0386 9983      		std Y+1,r25
 653 0388 0497      		sbiw r24,4
 654 038a BC01      		movw r22,r24
 655               	.LVL29:
 656 038c 00C0      		rjmp .L31
 657               	.LVL30:
 658               	.L35:
 659               	.LBE202:
 660               	.LM62:
 661 038e 8430      		cpi r24,lo8(4)
 662 0390 01F4      		brne .L36
 663               	.LBB203:
 664               	.LM63:
 665 0392 A881      		ld r26,Y
 666 0394 B981      		ldd r27,Y+1
 667               	.LM64:
 668 0396 8C91      		ld r24,X
 669               	.LVL31:
 670 0398 90E0      		ldi r25,lo8(0)
 671               	.LVL32:
 672               	.LM65:
 673 039a 1196      		adiw r26,1
 674 039c EC91      		ld r30,X
 675 039e 1197      		sbiw r26,1
 676 03a0 F0E0      		ldi r31,lo8(0)
 677 03a2 EF71      		andi r30,lo8(31)
 678 03a4 F070      		andi r31,hi8(31)
 679 03a6 EE0F      		lsl r30
 680 03a8 FF1F      		rol r31
 681 03aa EE0F      		lsl r30
 682 03ac FF1F      		rol r31
 683               	.LVL33:
 684 03ae E20F      		add r30,r18
 685 03b0 F31F      		adc r31,r19
 686 03b2 4081      		ld r20,Z
 687 03b4 5181      		ldd r21,Z+1
 688               	.LVL34:
 689               	.LM66:
 690 03b6 1296      		adiw r26,2
 691 03b8 A883      		st Y,r26
 692 03ba B983      		std Y+1,r27
 693               	.LM67:
 694 03bc A091 0000 		lds r26,arguments
 695 03c0 B091 0000 		lds r27,(arguments)+1
 696               	.LVL35:
 697               	.L38:
 698 03c4 EA01      		movw r28,r20
 699               	.LVL36:
 700 03c6 E881      		ld r30,Y
 701 03c8 F0E0      		ldi r31,lo8(0)
 702 03ca EE0F      		lsl r30
 703 03cc FF1F      		rol r31
 704 03ce EA0F      		add r30,r26
 705 03d0 FB1F      		adc r31,r27
 706 03d2 2081      		ld r18,Z
 707               	.LVL37:
 708 03d4 880F      		lsl r24
 709 03d6 991F      		rol r25
 710               	.LVL38:
 711 03d8 A80F      		add r26,r24
 712 03da B91F      		adc r27,r25
 713 03dc A20F      		add r26,r18
 714 03de B11D      		adc r27,__zero_reg__
 715 03e0 1196      		adiw r26,1
 716 03e2 8C91      		ld r24,X
 717               	.LVL39:
 718 03e4 682F      		mov r22,r24
 719               	.LVL40:
 720 03e6 70E0      		ldi r23,lo8(0)
 721               	.LVL41:
 722 03e8 6F5F      		subi r22,lo8(-(1))
 723 03ea 7F4F      		sbci r23,hi8(-(1))
 724               	.LVL42:
 725 03ec 640F      		add r22,r20
 726 03ee 751F      		adc r23,r21
 727 03f0 00C0      		rjmp .L31
 728               	.LVL43:
 729               	.L36:
 730               	.LBE203:
 731               	.LM68:
 732 03f2 80E0      		ldi r24,lo8(.LC9)
 733 03f4 90E0      		ldi r25,hi8(.LC9)
 734               	.LVL44:
 735 03f6 69EF      		ldi r22,lo8(505)
 736 03f8 71E0      		ldi r23,hi8(505)
 737               	.LVL45:
 738 03fa 40E0      		ldi r20,lo8(.LC10)
 739 03fc 50E0      		ldi r21,hi8(.LC10)
 740               	.LVL46:
 741 03fe 0E94 0000 		call __myassert
 742               	.LVL47:
 743               	.LM69:
 744 0402 80E0      		ldi r24,lo8(.LC9)
 745 0404 90E0      		ldi r25,hi8(.LC9)
 746 0406 6CEF      		ldi r22,lo8(508)
 747 0408 71E0      		ldi r23,hi8(508)
 748 040a 40E0      		ldi r20,lo8(.LC10)
 749 040c 50E0      		ldi r21,hi8(.LC10)
 750 040e 0E94 0000 		call __myassert
 751 0412 60E0      		ldi r22,lo8(0)
 752 0414 70E0      		ldi r23,hi8(0)
 753               	.LVL48:
 754               	.L31:
 755               	.LM70:
 756 0416 CB01      		movw r24,r22
 757               	.LVL49:
 758               	/* epilogue start */
 759 0418 DF91      		pop r29
 760 041a CF91      		pop r28
 761               	.LVL50:
 762 041c 0895      		ret
 763               	.LFE35:
 765               		.data
 766               	.LC11:
 767 00ae 2573 2800 		.string	"%s("
 768               	.LC12:
 769 00b2 2C20 00   		.string	", "
 770               	.LC13:
 771 00b5 256C 6400 		.string	"%ld"
 772               	.LC14:
 773 00b9 2566 00   		.string	"%f"
 774               	.LC15:
 775 00bc 2570 00   		.string	"%p"
 776               	.LC16:
 777 00bf 6C69 7374 		.string	"list_int[%d][%p]"
 777      5F69 6E74 
 777      5B25 645D 
 777      5B25 705D 
 777      00
 778               	.LC17:
 779 00d0 6C69 7374 		.string	"list_float[%d][%p]"
 779      5F66 6C6F 
 779      6174 5B25 
 779      645D 5B25 
 779      705D 00
 780               	.LC18:
 781 00e3 6C69 7374 		.string	"list_addr[%p]"
 781      5F61 6464 
 781      725B 2570 
 781      5D00 
 782               	.LC19:
 783 00f1 7365 745F 		.string	"set_int[%d][%p]"
 783      696E 745B 
 783      2564 5D5B 
 783      2570 5D00 
 784               	.LC20:
 785 0101 7365 745F 		.string	"set_float[%d][%p]"
 785      666C 6F61 
 785      745B 2564 
 785      5D5B 2570 
 785      5D00 
 786               		.text
 787               	.global	tuple_print
 789               	tuple_print:
 790               	.LFB46:
 791               	.LM71:
 792 041e 2F92      		push r2
 793 0420 3F92      		push r3
 794 0422 4F92      		push r4
 795 0424 5F92      		push r5
 796 0426 6F92      		push r6
 797 0428 7F92      		push r7
 798 042a 8F92      		push r8
 799 042c 9F92      		push r9
 800 042e AF92      		push r10
 801 0430 BF92      		push r11
 802 0432 CF92      		push r12
 803 0434 DF92      		push r13
 804 0436 EF92      		push r14
 805 0438 FF92      		push r15
