   1               		.file	"set_runtime.c"
   2               	__SREG__ = 0x3f
 156               	.LM16:
 157 00a0 CE01      		movw r24,r28
 158               	/* epilogue start */
 159 00a2 DF91      		pop r29
 160 00a4 CF91      		pop r28
 161 00a6 0895      		ret
 162               	.LFE11:
 164               	.global	set_equal
 166               	set_equal:
 167               	.LFB17:
 168               	.LM17:
 169               	.LVL12:
 170 00a8 CF92      		push r12
 171 00aa DF92      		push r13
 172 00ac EF92      		push r14
 173 00ae FF92      		push r15
 174 00b0 0F93      		push r16
 175 00b2 1F93      		push r17
 176 00b4 CF93      		push r28
 177 00b6 DF93      		push r29
 178               	/* prologue: function */
 179               	/* frame size = 0 */
 180 00b8 6C01      		movw r12,r24
 181 00ba FB01      		movw r30,r22
 182               	.LM18:
 183 00bc DC01      		movw r26,r24
 184 00be 1296      		adiw r26,2
 185 00c0 2D91      		ld r18,X+
 186 00c2 3C91      		ld r19,X
 187 00c4 1397      		sbiw r26,2+1
 188 00c6 8281      		ldd r24,Z+2
 189 00c8 9381      		ldd r25,Z+3
 190               	.LVL13:
 191 00ca 2817      		cp r18,r24
 192 00cc 3907      		cpc r19,r25
 193 00ce 01F0      		breq .L26
 194               	.LVL14:
 195               	.L19:
 196               	.LM19:
 197 00d0 20E0      		ldi r18,lo8(0)
 198 00d2 30E0      		ldi r19,hi8(0)
 199               	.L22:
 200               	.LM20:
 201 00d4 C901      		movw r24,r18
 202               	/* epilogue start */
 203 00d6 DF91      		pop r29
 204 00d8 CF91      		pop r28
 205 00da 1F91      		pop r17
 206 00dc 0F91      		pop r16
 207               	.LVL15:
 208 00de FF90      		pop r15
 209 00e0 EF90      		pop r14
 210               	.LVL16:
 211 00e2 DF90      		pop r13
 212 00e4 CF90      		pop r12
 213               	.LVL17:
 214 00e6 0895      		ret
 215               	.LVL18:
 216               	.L26:
 217               	.LM21:
 218 00e8 1496      		adiw r26,4
 219 00ea CD91      		ld r28,X+
 220 00ec DC91      		ld r29,X
 221 00ee 1597      		sbiw r26,4+1
 222 00f0 8481      		ldd r24,Z+4
 223 00f2 9581      		ldd r25,Z+5
 224 00f4 C817      		cp r28,r24
 225 00f6 D907      		cpc r29,r25
 226 00f8 01F4      		brne .L19
 227               	.LM22:
 228 00fa 0D91      		ld r16,X+
 229 00fc 1C91      		ld r17,X
 230               	.LVL19:
 231               	.LM23:
 232 00fe E080      		ld r14,Z
 233 0100 F180      		ldd r15,Z+1
 234               	.LVL20:
 235               	.LM24:
 236 0102 0115      		cp r16,__zero_reg__
 237 0104 1105      		cpc r17,__zero_reg__
 238 0106 01F0      		breq .L20
 239               	.L24:
 240               	.LBB6:
 241               	.LM25:
 242 0108 EA81      		ldd r30,Y+2
 243 010a FB81      		ldd r31,Y+3
 244               	.LVL21:
 245 010c C801      		movw r24,r16
 246 010e B701      		movw r22,r14
 247               	.LVL22:
 248 0110 1995      		eicall
 249 0112 892B      		or r24,r25
 250 0114 01F0      		breq .L19
 251               	.LM26:
 252 0116 F601      		movw r30,r12
 253 0118 C481      		ldd r28,Z+4
 254 011a D581      		ldd r29,Z+5
 255 011c EE81      		ldd r30,Y+6
 256 011e FF81      		ldd r31,Y+7
 257 0120 D801      		movw r26,r16
 258 0122 AE0F      		add r26,r30
 259 0124 BF1F      		adc r27,r31
 260 0126 0D91      		ld r16,X+
 261 0128 1C91      		ld r17,X
 262               	.LM27:
 263 012a EE0D      		add r30,r14
 264 012c FF1D      		adc r31,r15
 265 012e E080      		ld r14,Z
 266 0130 F180      		ldd r15,Z+1
 267               	.LBE6:
 268               	.LM28:
 269 0132 0115      		cp r16,__zero_reg__
 270 0134 1105      		cpc r17,__zero_reg__
 271 0136 01F4      		brne .L24
 272               	.LVL23:
 273               	.L20:
 274 0138 21E0      		ldi r18,lo8(1)
 275 013a 30E0      		ldi r19,hi8(1)
 276 013c 00C0      		rjmp .L22
 277               	.LFE17:
 279               	.global	set_init_descriptors
 281               	set_init_descriptors:
 282               	.LFB19:
 283               	.LM29:
 284               	/* prologue: function */
 285               	/* frame size = 0 */
 286               	.LM30:
 287 013e 88E0      		ldi r24,lo8(8)
 288 0140 90E0      		ldi r25,hi8(8)
 289 0142 0E94 0000 		call malloc
 290 0146 FC01      		movw r30,r24
 291 0148 8093 0000 		sts int_descriptor,r24
 292 014c 9093 0000 		sts (int_descriptor)+1,r25
 293               	.LM31:
 294 0150 82E0      		ldi r24,lo8(2)
 295 0152 90E0      		ldi r25,hi8(2)
 296 0154 8683      		std Z+6,r24
 297 0156 9783      		std Z+7,r25
 298               	.LM32:
 299 0158 80E0      		ldi r24,lo8(gs(print_int_value))
 300 015a 90E0      		ldi r25,hi8(gs(print_int_value))
 301 015c 8483      		std Z+4,r24
 302 015e 9583      		std Z+5,r25
 303               	.LM33:
 304 0160 80E0      		ldi r24,lo8(gs(compare_int_values))
 305 0162 90E0      		ldi r25,hi8(gs(compare_int_values))
 306 0164 8083      		st Z,r24
 307 0166 9183      		std Z+1,r25
 308               	.LM34:
 309 0168 80E0      		ldi r24,lo8(gs(equal_int_values))
 310 016a 90E0      		ldi r25,hi8(gs(equal_int_values))
 311 016c 8283      		std Z+2,r24
 312 016e 9383      		std Z+3,r25
 313               	.LM35:
 314 0170 88E0      		ldi r24,lo8(8)
 315 0172 90E0      		ldi r25,hi8(8)
 316 0174 0E94 0000 		call malloc
 317 0178 FC01      		movw r30,r24
 318 017a 8093 0000 		sts float_descriptor,r24
 319 017e 9093 0000 		sts (float_descriptor)+1,r25
 320               	.LM36:
 321 0182 84E0      		ldi r24,lo8(4)
 322 0184 90E0      		ldi r25,hi8(4)
 323 0186 8683      		std Z+6,r24
 324 0188 9783      		std Z+7,r25
 325               	.LM37:
 326 018a 80E0      		ldi r24,lo8(gs(print_float_value))
 327 018c 90E0      		ldi r25,hi8(gs(print_float_value))
 328 018e 8483      		std Z+4,r24
 329 0190 9583      		std Z+5,r25
 330               	.LM38:
 331 0192 80E0      		ldi r24,lo8(gs(compare_float_values))
 332 0194 90E0      		ldi r25,hi8(gs(compare_float_values))
 333 0196 8083      		st Z,r24
 334 0198 9183      		std Z+1,r25
 335               	.LM39:
 336 019a 80E0      		ldi r24,lo8(gs(equal_float_values))
 337 019c 90E0      		ldi r25,hi8(gs(equal_float_values))
 338 019e 8283      		std Z+2,r24
 339 01a0 9383      		std Z+3,r25
 340               	/* epilogue start */
 341               	.LM40:
 342 01a2 0895      		ret
 343               	.LFE19:
 345               		.data
 346               	.LC0:
 347 0000 2566 00   		.string	"%f"
 348               		.text
 350               	print_float_value:
 351               	.LFB12:
 352               	.LM41:
 353               	.LVL24:
 354               	/* prologue: function */
 355               	/* frame size = 0 */
 356 01a4 FC01      		movw r30,r24
 357               	.LM42:
 358 01a6 00D0      		rcall .
 359 01a8 00D0      		rcall .
 360 01aa 80E0      		ldi r24,lo8(.LC0)
 361 01ac 90E0      		ldi r25,hi8(.LC0)
 362               	.LVL25:
 363 01ae ADB7      		in r26,__SP_L__
 364 01b0 BEB7      		in r27,__SP_H__
 365 01b2 1196      		adiw r26,1
 366 01b4 8D93      		st X+,r24
 367 01b6 9C93      		st X,r25
 368 01b8 1297      		sbiw r26,1+1
 369 01ba 8081      		ld r24,Z
 370 01bc 9181      		ldd r25,Z+1
 371 01be A281      		ldd r26,Z+2
 372 01c0 B381      		ldd r27,Z+3
 373 01c2 EDB7      		in r30,__SP_L__
 374 01c4 FEB7      		in r31,__SP_H__
 375               	.LVL26:
 376 01c6 8383      		std Z+3,r24
 377 01c8 9483      		std Z+4,r25
 378 01ca A583      		std Z+5,r26
 379 01cc B683      		std Z+6,r27
 380 01ce 0E94 0000 		call printf
 381 01d2 8DB7      		in r24,__SP_L__
 382 01d4 9EB7      		in r25,__SP_H__
 383 01d6 0696      		adiw r24,6
 384 01d8 8DBF      		out __SP_L__,r24
 385 01da 9EBF      		out __SP_H__,r25
 386               	/* epilogue start */
 387               	.LM43:
 388 01dc 0895      		ret
 389               	.LFE12:
 391               		.data
 392               	.LC1:
 393 0003 2564 00   		.string	"%d"
 394               		.text
 396               	print_int_value:
 397               	.LFB8:
 398               	.LM44:
 399               	.LVL27:
 400               	/* prologue: function */
 401               	/* frame size = 0 */
 402 01de FC01      		movw r30,r24
 403               	.LM45:
 404 01e0 00D0      		rcall .
 405 01e2 0F92      		push __tmp_reg__
 406 01e4 80E0      		ldi r24,lo8(.LC1)
 407 01e6 90E0      		ldi r25,hi8(.LC1)
 408               	.LVL28:
 409 01e8 ADB7      		in r26,__SP_L__
 410 01ea BEB7      		in r27,__SP_H__
 411 01ec 1196      		adiw r26,1
 412 01ee 8D93      		st X+,r24
 413 01f0 9C93      		st X,r25
 414 01f2 1297      		sbiw r26,1+1
 415 01f4 8081      		ld r24,Z
 416 01f6 9181      		ldd r25,Z+1
 417 01f8 1396      		adiw r26,3
 418 01fa 8D93      		st X+,r24
 419 01fc 9C93      		st X,r25
 420 01fe 1497      		sbiw r26,3+1
 421 0200 0E94 0000 		call printf
 422               	.LVL29:
 423 0204 0F90      		pop __tmp_reg__
 424 0206 0F90      		pop __tmp_reg__
 425 0208 0F90      		pop __tmp_reg__
 426 020a 0F90      		pop __tmp_reg__
 427               	/* epilogue start */
 428               	.LM46:
 429 020c 0895      		ret
 430               	.LFE8:
 432               	.global	set_delete
 434               	set_delete:
 435               	.LFB18:
 436               	.LM47:
 437               	.LVL30:
 438 020e 0F93      		push r16
 439 0210 1F93      		push r17
 440 0212 CF93      		push r28
 441 0214 DF93      		push r29
 442               	/* prologue: function */
 443               	/* frame size = 0 */
 444 0216 EC01      		movw r28,r24
 445               	.LM48:
 446 0218 8881      		ld r24,Y
 447 021a 9981      		ldd r25,Y+1
 448               	.LVL31:
 449               	.LM49:
 450 021c 0097      		sbiw r24,0
 451 021e 01F0      		breq .L34
 452               	.L37:
 453               	.LM50:
 454 0220 EC81      		ldd r30,Y+4
 455 0222 FD81      		ldd r31,Y+5
 456 0224 0680      		ldd __tmp_reg__,Z+6
 457 0226 F781      		ldd r31,Z+7
 458 0228 E02D      		mov r30,__tmp_reg__
 459 022a E80F      		add r30,r24
 460 022c F91F      		adc r31,r25
 461 022e 1081      		ld r17,Z
 462               	.LVL32:
 463 0230 0181      		ldd r16,Z+1
 464               	.LVL33:
 465               	.LM51:
 466 0232 0E94 0000 		call free
 467               	.LVL34:
 468 0236 812F      		mov r24,r17
 469               	.LVL35:
 470 0238 902F      		mov r25,r16
 471               	.LVL36:
 472               	.LM52:
 473 023a 0097      		sbiw r24,0
 474 023c 01F4      		brne .L37
 475               	.L34:
 476               	.LM53:
 477 023e CE01      		movw r24,r28
 478               	.LVL37:
 479 0240 0E94 0000 		call free
 480               	.LVL38:
 481               	/* epilogue start */
 482               	.LM54:
 483 0244 DF91      		pop r29
 484 0246 CF91      		pop r28
 485               	.LVL39:
 486 0248 1F91      		pop r17
 487               	.LVL40:
 488 024a 0F91      		pop r16
 489               	.LVL41:
 490 024c 0895      		ret
 491               	.LFE18:
 493               		.data
 494               	.LC2:
 495 0006 2853 6574 		.string	"(Set-Union with %d elems, %Zu bytes each ["
 495      2D55 6E69 
 495      6F6E 2077 
 495      6974 6820 
 495      2564 2065 
 496               	.LC3:
 497 0031 2C20 00   		.string	", "
 498               	.LC4:
 499 0034 5D29 00   		.string	"])"
 500               		.text
 501               	.global	set_print
 503               	set_print:
 504               	.LFB16:
 505               	.LM55:
 506               	.LVL42:
 507 024e EF92      		push r14
 508 0250 FF92      		push r15
 509 0252 0F93      		push r16
 510 0254 1F93      		push r17
 511 0256 CF93      		push r28
 512 0258 DF93      		push r29
 513               	/* prologue: function */
 514               	/* frame size = 0 */
 515 025a 8C01      		movw r16,r24
 516               	.LM56:
 517 025c 00D0      		rcall .
 518 025e 00D0      		rcall .
 519 0260 ADB7      		in r26,__SP_L__
 520 0262 BEB7      		in r27,__SP_H__
 521 0264 1196      		adiw r26,1
 522 0266 80E0      		ldi r24,lo8(.LC2)
 523 0268 90E0      		ldi r25,hi8(.LC2)
 524               	.LVL43:
 525 026a CDB7      		in r28,__SP_L__
 526 026c DEB7      		in r29,__SP_H__
 527 026e 8983      		std Y+1,r24
 528 0270 9A83      		std Y+2,r25
 529 0272 F801      		movw r30,r16
 530 0274 8281      		ldd r24,Z+2
 531 0276 9381      		ldd r25,Z+3
 532 0278 1296      		adiw r26,2
 533 027a 8D93      		st X+,r24
 534 027c 9C93      		st X,r25
 535 027e 1397      		sbiw r26,2+1
 536 0280 0480      		ldd __tmp_reg__,Z+4
 537 0282 F581      		ldd r31,Z+5
 538 0284 E02D      		mov r30,__tmp_reg__
 539 0286 8681      		ldd r24,Z+6
 540 0288 9781      		ldd r25,Z+7
 541 028a 1496      		adiw r26,4
 542 028c 8D93      		st X+,r24
 543 028e 9C93      		st X,r25
 544 0290 1597      		sbiw r26,4+1
 545 0292 0E94 0000 		call printf
 546               	.LM57:
 547 0296 D801      		movw r26,r16
 548 0298 CD91      		ld r28,X+
 549 029a DC91      		ld r29,X
 550               	.LVL44:
 551               	.LM58:
 552 029c EDB7      		in r30,__SP_L__
 553 029e FEB7      		in r31,__SP_H__
 554 02a0 3696      		adiw r30,6
 555 02a2 EDBF      		out __SP_L__,r30
 556 02a4 FEBF      		out __SP_H__,r31
 557 02a6 2097      		sbiw r28,0
 558 02a8 01F0      		breq .L41
 559               	.LM59:
 560 02aa 80E0      		ldi r24,lo8(.LC3)
 561 02ac E82E      		mov r14,r24
 562 02ae 80E0      		ldi r24,hi8(.LC3)
 563 02b0 F82E      		mov r15,r24
 564 02b2 00C0      		rjmp .L44
 565               	.L42:
 566 02b4 0F92      		push __tmp_reg__
 567 02b6 0F92      		push __tmp_reg__
 568 02b8 ADB7      		in r26,__SP_L__
 569 02ba BEB7      		in r27,__SP_H__
 570 02bc 1196      		adiw r26,1
 571 02be ED92      		st X+,r14
 572 02c0 FC92      		st X,r15
 573 02c2 1297      		sbiw r26,1+1
 574 02c4 0E94 0000 		call printf
 575 02c8 0F90      		pop __tmp_reg__
 576 02ca 0F90      		pop __tmp_reg__
 577               	.L44:
 578               	.LM60:
 579 02cc D801      		movw r26,r16
 580 02ce 1496      		adiw r26,4
 581 02d0 ED91      		ld r30,X+
 582 02d2 FC91      		ld r31,X
 583 02d4 1597      		sbiw r26,4+1
 584 02d6 0480      		ldd __tmp_reg__,Z+4
 585 02d8 F581      		ldd r31,Z+5
 586 02da E02D      		mov r30,__tmp_reg__
 587 02dc CE01      		movw r24,r28
 588 02de 1995      		eicall
 589               	.LM61:
 590 02e0 D801      		movw r26,r16
 591 02e2 1496      		adiw r26,4
 592 02e4 ED91      		ld r30,X+
 593 02e6 FC91      		ld r31,X
 594 02e8 1597      		sbiw r26,4+1
 595 02ea 0680      		ldd __tmp_reg__,Z+6
 596 02ec F781      		ldd r31,Z+7
 597 02ee E02D      		mov r30,__tmp_reg__
 598 02f0 EC0F      		add r30,r28
 599 02f2 FD1F      		adc r31,r29
 600 02f4 C081      		ld r28,Z
 601 02f6 D181      		ldd r29,Z+1
 602               	.LM62:
 603 02f8 2097      		sbiw r28,0
 604 02fa 01F4      		brne .L42
 605               	.L41:
 606               	.LM63:
 607 02fc 80E0      		ldi r24,lo8(.LC4)
 608 02fe 90E0      		ldi r25,hi8(.LC4)
 609 0300 0E94 0000 		call puts
 610               	/* epilogue start */
 611               	.LM64:
 612 0304 DF91      		pop r29
 613 0306 CF91      		pop r28
 614               	.LVL45:
 615 0308 1F91      		pop r17
 616 030a 0F91      		pop r16
 617               	.LVL46:
 618 030c FF90      		pop r15
 619 030e EF90      		pop r14
 620 0310 0895      		ret
 621               	.LFE16:
 623               		.data
 624               	.LC5:
 625 0037 2F68      		.ascii	"/h"
 626 0039 6F6D 652F 		.string	"ome/rbigeard/BB/build/src-bobby/meldinterp-runtime/set_runtime.c"
 626      7262 6967 
 626      6561 7264 
 626      2F42 422F 
 626      6275 696C 
 627               	.LC6:
 628 007a 666C 6F61 		.string	"float_descriptor != NULL"
 628      745F 6465 
 628      7363 7269 
 628      7074 6F72 
 628      2021 3D20 
 629               		.text
 630               	.global	set_float_create
 632               	set_float_create:
 633               	.LFB13:
 634               	.LM65:
 635 0312 CF93      		push r28
 636 0314 DF93      		push r29
 637               	/* prologue: function */
 638               	/* frame size = 0 */
 639               	.LM66:
 640 0316 C091 0000 		lds r28,float_descriptor
 641 031a D091 0000 		lds r29,(float_descriptor)+1
 642 031e 2097      		sbiw r28,0
 643 0320 01F0      		breq .L48
 644               	.L46:
 645               	.LBB7:
 646               	.LM67:
 647 0322 86E0      		ldi r24,lo8(6)
 648 0324 90E0      		ldi r25,hi8(6)
 649 0326 0E94 0000 		call malloc
 650               	.LBB8:
 651 032a FC01      		movw r30,r24
 652               	.LM68:
 653 032c 1082      		st Z,__zero_reg__
 654 032e 1182      		std Z+1,__zero_reg__
 655               	.LVL47:
 656               	.LM69:
 657 0330 1282      		std Z+2,__zero_reg__
 658 0332 1382      		std Z+3,__zero_reg__
 659               	.LM70:
 660 0334 C483      		std Z+4,r28
 661 0336 D583      		std Z+5,r29
 662               	/* epilogue start */
 663               	.LBE8:
 664               	.LBE7:
 665               	.LM71:
 666 0338 DF91      		pop r29
 667 033a CF91      		pop r28
 668 033c 0895      		ret
 669               	.LVL48:
 670               	.L48:
 671               	.LM72:
 672 033e 80E0      		ldi r24,lo8(.LC5)
 673 0340 90E0      		ldi r25,hi8(.LC5)
 674 0342 65E8      		ldi r22,lo8(133)
 675 0344 70E0      		ldi r23,hi8(133)
 676 0346 40E0      		ldi r20,lo8(.LC6)
 677 0348 50E0      		ldi r21,hi8(.LC6)
 678 034a 0E94 0000 		call __myassert
 679 034e C091 0000 		lds r28,float_descriptor
 680 0352 D091 0000 		lds r29,(float_descriptor)+1
 681 0356 00C0      		rjmp .L46
 682               	.LFE13:
 684               		.data
 685               	.LC7:
 686 0093 696E 745F 		.string	"int_descriptor != NULL"
 686      6465 7363 
 686      7269 7074 
 686      6F72 2021 
 686      3D20 4E55 
 687               		.text
 688               	.global	set_int_create
 690               	set_int_create:
 691               	.LFB9:
 692               	.LM73:
 693 0358 CF93      		push r28
 694 035a DF93      		push r29
 695               	/* prologue: function */
 696               	/* frame size = 0 */
 697               	.LM74:
 698 035c C091 0000 		lds r28,int_descriptor
 699 0360 D091 0000 		lds r29,(int_descriptor)+1
 700 0364 2097      		sbiw r28,0
 701 0366 01F0      		breq .L52
 702               	.L50:
 703               	.LBB9:
 704               	.LM75:
 705 0368 86E0      		ldi r24,lo8(6)
 706 036a 90E0      		ldi r25,hi8(6)
 707 036c 0E94 0000 		call malloc
 708               	.LBB10:
 709 0370 FC01      		movw r30,r24
 710               	.LM76:
 711 0372 1082      		st Z,__zero_reg__
 712 0374 1182      		std Z+1,__zero_reg__
 713               	.LVL49:
 714               	.LM77:
 715 0376 1282      		std Z+2,__zero_reg__
 716 0378 1382      		std Z+3,__zero_reg__
 717               	.LM78:
 718 037a C483      		std Z+4,r28
 719 037c D583      		std Z+5,r29
 720               	/* epilogue start */
 721               	.LBE10:
 722               	.LBE9:
 723               	.LM79:
 724 037e DF91      		pop r29
 725 0380 CF91      		pop r28
 726 0382 0895      		ret
 727               	.LVL50:
 728               	.L52:
 729               	.LM80:
 730 0384 80E0      		ldi r24,lo8(.LC5)
 731 0386 90E0      		ldi r25,hi8(.LC5)
 732 0388 66E6      		ldi r22,lo8(102)
 733 038a 70E0      		ldi r23,hi8(102)
 734 038c 40E0      		ldi r20,lo8(.LC7)
 735 038e 50E0      		ldi r21,hi8(.LC7)
 736 0390 0E94 0000 		call __myassert
 737 0394 C091 0000 		lds r28,int_descriptor
 738 0398 D091 0000 		lds r29,(int_descriptor)+1
 739 039c 00C0      		rjmp .L50
 740               	.LFE9:
 742               	.global	set_insert
 744               	set_insert:
 745               	.LFB5:
 746               	.LM81:
 747               	.LVL51:
 748 039e CF92      		push r12
 749 03a0 DF92      		push r13
 750 03a2 EF92      		push r14
 751 03a4 FF92      		push r15
 752 03a6 0F93      		push r16
 753 03a8 1F93      		push r17
 754 03aa CF93      		push r28
 755 03ac DF93      		push r29
 756               	/* prologue: function */
 757               	/* frame size = 0 */
 758 03ae 7C01      		movw r14,r24
 759 03b0 D62E      		mov r13,r22
 760 03b2 C72E      		mov r12,r23
 761               	.LVL52:
 762               	.LM82:
 763 03b4 DC01      		movw r26,r24
 764 03b6 CD91      		ld r28,X+
 765 03b8 DC91      		ld r29,X
 766               	.LVL53:
 767               	.LM83:
 768 03ba 2097      		sbiw r28,0
 769 03bc 01F4      		brne .+2
 770 03be 00C0      		rjmp .L68
 771               	.LVL54:
 772 03c0 00E0      		ldi r16,lo8(0)
 773 03c2 10E0      		ldi r17,hi8(0)
 774               	.LVL55:
 775 03c4 FC01      		movw r30,r24
 776 03c6 A481      		ldd r26,Z+4
 777 03c8 B581      		ldd r27,Z+5
 778 03ca 00C0      		rjmp .L61
 779               	.LVL56:
 780               	.L55:
 781               	.LBB11:
 782               	.LM84:
 783 03cc F701      		movw r30,r14
 784 03ce A481      		ldd r26,Z+4
 785 03d0 B581      		ldd r27,Z+5
 786 03d2 1696      		adiw r26,6
 787 03d4 ED91      		ld r30,X+
 788 03d6 FC91      		ld r31,X
 789 03d8 1797      		sbiw r26,6+1
 790 03da EC0F      		add r30,r28
 791 03dc FD1F      		adc r31,r29
 792 03de 0190      		ld __tmp_reg__,Z+
 793 03e0 F081      		ld r31,Z
 794 03e2 E02D      		mov r30,__tmp_reg__
 795               	.LVL57:
 796 03e4 8E01      		movw r16,r28
 797               	.LBE11:
 798               	.LM85:
 799 03e6 3097      		sbiw r30,0
 800 03e8 01F4      		brne .+2
 801 03ea 00C0      		rjmp .L60
 802 03ec EF01      		movw r28,r30
 803               	.LVL58:
 804               	.L61:
 805               	.LBB13:
 806               	.LM86:
 807 03ee ED91      		ld r30,X+
 808 03f0 FC91      		ld r31,X
 809 03f2 8D2D      		mov r24,r13
 810 03f4 9C2D      		mov r25,r12
 811 03f6 BE01      		movw r22,r28
 812 03f8 1995      		eicall
 813 03fa 892B      		or r24,r25
 814 03fc 01F0      		breq .L55
 815               	.LM87:
 816 03fe 0115      		cp r16,__zero_reg__
 817 0400 1105      		cpc r17,__zero_reg__
 818 0402 01F4      		brne .+2
 819 0404 00C0      		rjmp .L56
 820 0406 D701      		movw r26,r14
 821 0408 1496      		adiw r26,4
 822 040a ED91      		ld r30,X+
 823 040c FC91      		ld r31,X
 824 040e 1597      		sbiw r26,4+1
 825 0410 0280      		ldd __tmp_reg__,Z+2
 826 0412 F381      		ldd r31,Z+3
 827 0414 E02D      		mov r30,__tmp_reg__
 828 0416 8D2D      		mov r24,r13
 829 0418 9C2D      		mov r25,r12
 830 041a B801      		movw r22,r16
 831 041c 1995      		eicall
 832 041e 892B      		or r24,r25
 833 0420 01F4      		brne .L64
 834               	.LBB12:
 835               	.LM88:
 836 0422 D701      		movw r26,r14
 837 0424 1496      		adiw r26,4
 838 0426 ED91      		ld r30,X+
 839 0428 FC91      		ld r31,X
 840 042a 1597      		sbiw r26,4+1
 841 042c 8681      		ldd r24,Z+6
 842 042e 9781      		ldd r25,Z+7
 843 0430 080F      		add r16,r24
 844 0432 191F      		adc r17,r25
 845               	.LVL59:
 846               	.LM89:
 847 0434 0296      		adiw r24,2
